"","year_absolute","sim_1","sim_2","sim_3","sim_4","sim_5","sim_6","sim_7","sim_8","sim_9","sim_10","sim_11","sim_12","sim_13","sim_14","sim_15","sim_16","sim_17","sim_18","sim_19","sim_20","sim_21","sim_22","sim_23","sim_24","sim_25","sim_26","sim_27","sim_28","sim_29","sim_30","sim_31","sim_32","sim_33","sim_34","sim_35","sim_36","sim_37","sim_38","sim_39","sim_40","sim_41","sim_42","sim_43","sim_44","sim_45","sim_46","sim_47","sim_48","sim_49","sim_50","sim_51","sim_52","sim_53","sim_54","sim_55","sim_56","sim_57","sim_58","sim_59","sim_60","sim_61","sim_62","sim_63","sim_64","sim_65","sim_66","sim_67","sim_68","sim_69","sim_70","sim_71","sim_72","sim_73","sim_74","sim_75","sim_76","sim_77","sim_78","sim_79","sim_80","sim_81","sim_82","sim_83","sim_84","sim_85","sim_86","sim_87","sim_88","sim_89","sim_90","sim_91","sim_92","sim_93","sim_94","sim_95","sim_96","sim_97","sim_98","sim_99","sim_100"
"11",2031,761116.185630525,638187.110250011,531177.30980133,525463.397456962,812679.24129973,777111.009826419,748337.751629155,654558.429069415,563288.959965009,648336.115113772,530126.101213724,558180.403520289,778948.020313368,441592.292985671,482978.1511126,812472.723654098,833050.618224855,806366.450504852,747245.701795271,667240.251738941,779619.615991102,649252.70402961,833282.275556699,485022.297926403,768743.754567404,814604.862426565,667833.780058768,771528.137306657,845848.423878543,712714.161181192,682060.488865066,642299.112640021,804471.590612347,836960.781325385,732772.006164083,641397.475864504,671679.781080568,563745.981194118,762274.466236023,726747.136186307,776741.494568799,721011.264951292,612499.840525947,771687.811928353,811911.303115976,721219.349020155,760965.503693113,591450.184185327,429345.574915102,734302.233695524,616740.833113187,597913.283528194,685317.460731584,692238.606435848,750848.548283705,743510.661250921,646158.365283164,775631.574378234,560995.130039503,749094.71332375,644228.870155181,457277.873496231,731514.683854874,491536.76715235,843237.573763853,742571.644150103,711067.888012543,731053.549991688,736798.397000865,747766.599444714,670537.688518456,609230.983628038,707685.346438526,726799.841396306,714202.467819353,762288.923510779,808299.959455567,777355.975220809,706786.368115647,592162.833982814,626328.458465098,802378.446228052,634648.462736333,663081.783504078,521846.213749786,675092.024792969,664159.054889985,737082.170598991,725551.094381221,544997.952837395,759216.53770705,628967.937944867,816944.904964088,573696.475687747,741596.520556358,609586.128680316,712919.561250622,674389.378512555,668603.878911271,666991.537428388
"12",2032,802401.72049084,625568.93247901,647391.101983302,618192.035244063,877511.493229115,779293.191619859,661939.860244588,704729.308969308,649490.617095981,652496.903825315,568933.193546077,649692.923624257,791972.056432031,470456.776801965,495507.689696054,887423.125414169,841720.530692044,879860.7133024,735491.690346236,664083.827681437,736615.966750862,650391.155292836,798195.058863128,605888.244591852,845032.785181445,887499.606275103,684436.660209325,707587.059440881,910675.461494446,484913.471352149,648284.360724425,362001.185317649,805285.291239873,795571.381519717,718454.633633628,649892.725617305,634143.81151901,676061.381545411,653036.316820109,613831.247854295,664155.52227625,770949.140244322,633156.480280949,772137.027875793,887735.243979008,780677.994376189,788206.232945883,694565.027613934,456980.250090079,796675.192788697,621436.28978985,654388.294623136,575816.869096588,751353.565696807,673383.836692288,818730.737357481,695116.867446047,793951.197634637,607440.86625175,813736.471053287,547137.343682231,464444.40815511,685586.567543052,520036.456114376,840601.564514151,656849.794469342,712068.206608969,727914.657272536,769954.159379506,482190.953289888,582072.33283569,630108.616927629,761250.159164979,753506.169345361,798655.679172358,652951.31603528,888496.106693691,792018.655786686,782233.454910327,609257.040917551,714491.933253644,769078.745896611,681907.702494891,744699.861720316,552301.1665024,436183.955644056,643134.762710224,687776.606471572,763904.403075962,649758.406411515,660054.682324913,594354.429726562,827565.664888906,522972.733542286,744854.665623086,663510.670785031,672319.315858687,726940.40974345,681901.478215576,630031.932753439
"13",2033,783127.169675429,579716.860578009,684512.370501083,671308.60317008,714466.723172911,621558.183411317,575956.800065619,724461.96709601,709407.252584306,748507.064092985,697193.242391548,702442.523905677,898180.287730621,622869.530665309,634451.740312939,712460.803468406,944384.524384191,717060.040121284,596401.657431996,659430.753630078,758421.121443803,643035.298905989,815869.464335228,644198.752623461,872831.640399996,712556.744461776,670611.436571173,650960.089988276,758479.817779684,456777.006176881,696116.903012411,416399.198790577,710628.030348699,800360.958533164,620559.621101464,645001.387340351,687331.294185413,706256.559829602,564919.659590638,523479.270660538,658956.97677211,701673.81081041,722613.700948518,638383.927606487,722828.343633156,698122.839966302,763232.553782535,718020.956000741,575744.761338649,677888.205966126,621594.018159013,679012.971351179,633741.324205179,660703.142397505,715060.52765709,837291.363652051,716307.973268306,774284.668322295,654163.226228468,836054.492758319,590798.875291981,610756.936221266,529370.464249275,652747.196672227,907634.995487506,572534.730624222,702286.708718103,608111.607313331,737073.368650592,534252.005583855,632450.294762429,764969.758010368,758920.703670766,745137.174658756,651395.214860949,557093.483492892,716455.72275331,904624.460433721,818134.338675446,691782.405534176,724606.449715947,749124.011088268,717653.179440674,781121.868657109,669956.444729373,403298.742056356,593426.670656191,714394.127722714,776749.677083651,678428.0206388,562272.609274589,549763.780483973,925093.073817111,467944.900958482,620874.175788818,706257.145899266,728494.614460104,746622.035436555,664209.891087001,682399.453872268
"14",2034,844770.409841335,591158.044366123,802993.157332483,781222.559541201,756421.906175684,713396.695174592,598784.685395764,808732.224317468,812796.715457012,759911.219006516,698445.935876884,808316.393418577,723193.697786557,592411.521002299,617416.017719491,754328.476789885,844316.890837539,752805.340038463,578829.775940861,612203.369611819,745533.399643185,601986.380579769,569996.37190336,769874.727468308,765449.945466433,753004.178971877,810718.094553602,663801.34890573,791465.134964495,534278.114634476,764347.215859591,407287.842604481,799517.311713088,553063.494357702,699954.550698996,599094.933465908,767140.930686507,819143.77446683,583350.416327939,544542.070443053,685938.50903906,560414.07363564,682195.252841509,728399.812785658,762023.293535884,576076.257723966,683444.305221889,815239.613322767,548004.556399192,555668.744372965,573684.66831881,778581.170172005,642712.449436763,519928.053388309,712283.864187278,741750.490643461,811556.940729333,737206.734655854,663111.402989098,737543.285813257,610818.300429621,594885.18966565,524070.654292402,623976.245652355,807550.184234627,594322.324815519,854640.849761359,681277.676220299,644457.789786828,546149.269674669,630513.749460162,763524.409830152,837256.572286556,712083.783420086,667073.336352314,580358.256295314,757178.190014152,789943.516235325,721255.40438571,649151.433638698,613211.736326837,509109.060683762,779616.889690481,679411.254193173,637708.954715908,473097.390989998,615362.737574874,699825.718098587,853621.072345893,786700.173481423,588482.700977435,577839.839551907,835737.791656573,512028.8968058,686802.820572259,782736.030756422,808121.166141783,843215.663323231,820131.700568622,762370.470728228
"15",2035,878160.765680291,590164.362663229,823315.736381245,734831.59812759,783583.556467665,457709.337604563,638511.11798291,817899.217387468,820946.419893704,768822.308532903,693591.704975663,828739.161018712,675379.168986102,681975.945101645,671698.633566755,768858.296627385,632559.279547437,756123.231175998,597877.389896961,667569.576928053,746881.973356176,653989.21255956,458934.721574429,773029.791624627,717316.369631218,768617.253208919,764674.625227056,687389.284208979,809192.541864033,490596.744053362,716158.327900141,378609.499676812,674228.738054727,444580.902664678,449098.107232783,654877.152078985,707537.258741441,827018.13396024,627755.76663833,587665.461507616,658693.244859314,531820.094267707,761922.779083962,509622.614088359,764734.217460329,555310.26796951,690558.850493749,841119.372951602,604266.639440318,528592.766339419,627306.418651329,795038.135430316,627522.03553872,488703.082417157,712098.504326662,685380.561450919,826636.315653756,741308.472214954,484680.024337237,707032.253293036,587623.130730278,661238.948511273,524299.834506204,702777.834913992,759998.922537178,633130.886273813,808919.496428151,454002.704798568,648110.815274134,518518.545045854,615446.135046878,776231.669476239,850127.572289445,757506.829739842,631082.197687541,625988.713789389,759443.360706442,587897.758179899,650717.944978506,726265.864422626,551654.545048496,403975.90677964,556157.821151993,604818.711058458,711797.865006331,434688.367844184,598746.024384609,697438.63779616,863826.15429854,772057.280467652,633321.006382886,542984.207550029,640334.152691505,444842.164391911,483800.929087194,522029.675038564,764769.437848941,861506.575604078,750332.497173011,698871.444754328
"16",2036,760934.168740574,563462.425396792,506010.569912129,488860.132285056,704778.297997885,467089.303262438,638665.279770137,786134.066674063,531276.849366241,794393.241762755,761614.06724034,526778.181306261,719732.342295093,475237.977209216,505436.755707192,683099.002247834,698187.051483464,676239.676002555,661915.994026334,581397.155502623,729816.731861199,570083.649886234,501106.676066538,462639.249400865,715713.088406985,685892.327290822,620904.696531155,691482.757695593,745379.699483963,538318.113159489,581419.713105225,349713.585002193,685767.288463607,456382.482520622,456076.470869137,565177.102466208,563793.964569999,548400.555361028,631564.16047407,581062.19912332,687430.314907226,490701.302312601,637398.617522654,520603.626808455,676105.486135388,555203.523497254,686630.001832844,581340.862412047,455628.842245734,511691.277869785,544471.002681374,758322.541270256,527299.999919548,461310.569388357,652535.05287913,687565.873007761,793686.362363299,735369.175872193,491718.474147089,718289.378539711,480110.805254069,480037.983257703,614716.901185963,523085.390740952,792650.332097832,630972.51070174,669337.038236467,462247.693668488,645060.42119711,491774.157461095,549166.213450338,840468.87026509,704947.416596742,692140.666469632,544765.665768777,623058.546203024,670461.305833827,652022.539270616,641787.641942814,616636.263063445,556236.831905466,428590.831127042,561209.190494312,603570.585763441,552411.236973851,487075.026598687,555254.164680715,678704.274777171,844833.305887991,532084.120397437,629606.741471238,492544.908045539,699379.845892749,377675.33074519,490816.124175269,528868.257842029,622889.959057859,829859.442986803,615527.231611609,563417.524741523
"17",2037,753894.732492757,574145.817355035,484019.459050825,474740.253334884,485178.125686657,467553.699305167,580769.529671069,888968.451701891,512706.022560762,848903.248243203,777298.089053403,507590.17024259,787551.595256725,414538.316191335,450693.562064855,423420.765327549,819971.904921144,436773.632027482,706766.327157171,647177.894859388,748416.818475813,635669.326917014,569930.532100768,440033.490793301,640479.802188307,465382.351081214,556235.046862405,671533.42081317,620082.81157238,475532.073969266,578691.67519683,395892.635744882,691410.499100427,544194.346920645,426509.013658589,638517.341006568,569987.993910974,524666.563159449,563614.355423093,515644.109102395,669355.867192287,584667.047984872,612719.054974112,521281.04548685,414418.927795207,600467.980201196,708730.172781761,557573.866650691,415011.73438277,566741.817745616,617491.519500216,877544.288201653,581172.941062973,543186.213568751,687415.669094747,618314.733893962,880830.375589944,748793.588627938,558756.501291892,655298.009786798,541407.090394528,422771.115391771,665049.518473182,469706.352429294,845115.056649028,579638.476896783,593492.700480461,447747.892165159,672013.959683007,536348.4714546,589145.184326285,898064.320774615,695259.943503526,739502.269866129,327480.677804548,547601.115832426,411001.726776396,767253.33267395,571070.423513521,593541.871825936,483348.399635426,503839.271320527,649251.65444102,524596.674035746,512668.004512454,408739.814650979,569017.257585563,698953.996299295,895402.796894779,510975.326859148,564647.430379503,508111.480393664,799213.675768964,397852.606910313,491780.32021718,631847.977908843,635116.864503264,905343.738985628,548570.366212132,572375.16835134
"18",2038,804298.25809867,588534.077425095,584244.540057907,550864.434785767,504335.18715881,494508.573233185,597219.366904579,755754.49631182,588817.014008766,822424.465575563,738858.034075585,591191.836308449,735152.698428846,599151.981104622,610129.5353814,444767.480716047,750925.736317974,455514.147857634,710723.566851041,754051.793680446,791960.153372182,732794.199285814,627022.993396903,538335.333283414,699811.890901021,484214.44446015,764303.396553323,676013.909032313,631215.303867398,505747.916384055,604630.471097134,398300.656366779,699968.553935337,605582.802471887,464765.226645047,752749.579932061,592021.983553304,616371.277796325,583409.415622185,533505.304773437,692358.718519701,423306.682717268,717370.233250547,544272.175790434,425361.440310149,468573.286437318,651023.954540909,642827.737682031,553003.52556341,420953.497759163,723263.212252176,716520.309483372,660299.855144759,378870.800789792,755374.544287259,673852.109192215,755195.191688962,720747.51948307,520216.850277656,702215.825450026,602659.034810605,589115.129474904,667810.355566383,632145.97306751,802646.56112443,594309.250905694,823404.614402765,476350.562765339,599567.722369581,533741.944730912,652215.433131835,867650.871919748,748627.976817267,809699.51602875,334112.050901594,569726.037762872,423204.878679896,701512.220042424,632870.507824261,692395.857626607,541865.354828102,565239.977610358,604549.174284199,588143.46999906,652478.833372917,439073.451065362,599998.609075158,744809.523454289,799506.103578465,590099.275164642,581898.977173947,552600.443001356,745397.43451943,455922.130845367,514270.76220643,578367.224609192,655724.716167313,781027.96434658,762314.193387492,591326.145354728
"19",2039,809244.843519232,585566.038343127,631025.947210056,594280.047862311,473379.497821732,554072.253474486,592721.041866046,753359.295770677,638005.367044382,804557.390412636,695053.373567449,638220.290524473,767973.139138434,717660.628019988,705121.582956052,392175.261628448,762565.324286379,405130.293353361,678194.9303461,809720.127390157,713388.668673268,787633.008629077,715513.117621303,585422.660383135,789501.285479551,453428.523126928,844629.116261709,685548.375954377,615468.052225351,437030.405379439,571649.149897575,423013.929334634,722523.788206415,698449.438534817,532694.052071969,813342.659232795,561123.531556186,658888.828675352,544203.836371736,499207.997127567,652986.722487995,450262.089283973,792446.370031712,592650.203219672,370396.419390513,493864.583025981,664812.453559458,681412.971858693,645231.561463248,447550.298027733,779397.940781937,698082.762734147,480522.673479114,404816.530096253,618117.113966689,762312.295663189,754470.463801143,730587.252250576,462879.141452638,762134.088062555,419997.173337463,686832.062313274,610276.801081236,734016.2496286,819128.202253017,594161.168663454,905757.580770115,533223.164847911,616401.116014736,561833.646053663,512898.822326313,854094.000302781,760398.330250085,876689.27564607,289146.892517645,540843.298907828,370359.858273988,715291.470486421,728859.444033656,762056.437329042,640113.727183919,655401.344741502,526114.207847376,692830.758645604,745134.548808972,356270.024612075,601083.284846126,661037.348040347,806119.202315852,629983.848736004,574111.11833782,557275.278211484,754554.23767307,460370.015380863,562461.567304011,482369.126830112,626346.286327314,773898.500773427,849421.137111745,563443.602888311
"20",2040,806570.108905733,634508.488979261,635983.745971523,605782.413946273,466446.70031736,546007.621723009,562420.358042904,691489.018693335,646916.369320636,669177.890994689,560048.58698406,646294.432643697,703254.293491118,601312.438414649,607685.458296914,372849.284565266,698953.201016586,386143.062325349,659290.941477873,729243.938566891,712816.690177785,709681.309206493,755627.45450166,591834.975061492,767383.604184184,446823.576826003,816217.183310858,664206.298375842,612714.765935367,434251.854275976,559150.66570741,334105.747053077,717312.288254668,738922.764383617,521629.640004692,710881.124681054,547913.072885262,663333.641297765,533048.251805467,487200.683401636,652035.853779021,543326.568300955,722612.914727072,587379.091400337,356035.022962342,584462.68118526,712418.544225867,682984.294853216,550294.463328407,537358.089368857,675836.430685601,624061.41475932,473590.200400876,501243.618807322,615212.627474604,748438.048036696,681986.191802153,757631.72242367,466001.284359122,740252.971625688,403660.561762165,589726.932243957,591351.755822531,634381.595233917,776246.443742589,564351.440119662,871614.108995885,523801.749841285,672511.540988421,476370.458091684,509708.685925168,655114.21804228,763063.107733341,810007.201632473,278536.505213983,520439.436516517,353735.383670193,654056.908350272,714131.562388294,692454.008984012,629087.715686515,689805.772335388,529512.58208774,669813.41154009,655060.937569064,353531.848934673,658379.90628301,660411.481612763,751914.410118171,634876.976551427,542944.900371255,611439.018751002,704425.257356776,507626.350596362,556439.028891839,485667.898829805,612501.615363845,702798.886188699,814151.931429183,550839.926890836
