"","year_absolute","sim_1","sim_2","sim_3","sim_4","sim_5","sim_6","sim_7","sim_8","sim_9","sim_10","sim_11","sim_12","sim_13","sim_14","sim_15","sim_16","sim_17","sim_18","sim_19","sim_20","sim_21","sim_22","sim_23","sim_24","sim_25","sim_26","sim_27","sim_28","sim_29","sim_30","sim_31","sim_32","sim_33","sim_34","sim_35","sim_36","sim_37","sim_38","sim_39","sim_40","sim_41","sim_42","sim_43","sim_44","sim_45","sim_46","sim_47","sim_48","sim_49","sim_50","sim_51","sim_52","sim_53","sim_54","sim_55","sim_56","sim_57","sim_58","sim_59","sim_60","sim_61","sim_62","sim_63","sim_64","sim_65","sim_66","sim_67","sim_68","sim_69","sim_70","sim_71","sim_72","sim_73","sim_74","sim_75","sim_76","sim_77","sim_78","sim_79","sim_80","sim_81","sim_82","sim_83","sim_84","sim_85","sim_86","sim_87","sim_88","sim_89","sim_90","sim_91","sim_92","sim_93","sim_94","sim_95","sim_96","sim_97","sim_98","sim_99","sim_100"
"11",2031,786214.126907304,664109.92452479,553571.602056101,539564.578401296,794181.357882673,757641.560511666,751453.257131142,673447.665081305,574963.310708954,671070.081306318,531967.676695711,575203.643359662,771925.089872965,461168.366196538,497612.44171029,792717.19449768,823700.61717949,788772.829882079,768287.355066402,664237.828312304,796316.357101127,647722.153360578,853703.161965055,509029.613777955,773522.284885802,795425.284685502,681610.893549109,776608.698765104,826865.594652828,711146.900405995,700530.30393393,641967.521053937,792839.192361181,853952.964676196,715110.049172955,640724.980448934,692666.903351657,588175.898677516,761291.159298027,725611.417173878,775425.279030181,732457.636261975,639531.335596035,754614.089756872,797029.231802357,743522.430239015,775507.075349524,615472.402241222,446960.96951064,751213.450908121,615041.462501868,616836.019730422,704808.29891034,710912.168491874,767960.00560383,746993.879208487,666343.942815491,792182.986456195,573862.499877604,754318.479895562,659924.302231199,471707.334766145,750620.500281867,509729.932494054,831596.649907941,745315.019421826,726202.604448824,714902.141229814,753460.899148729,750562.320358326,690708.098021106,628583.299144727,736877.631544436,731567.581856327,699241.291583332,764252.94613783,791491.847748248,770835.35312287,708646.141190529,622454.698736211,628807.814861925,821571.210379372,646348.979805371,667467.743302188,543373.118568252,668659.993420875,687200.573268326,759939.387868835,741840.624074963,569080.916644538,762348.270873226,650977.539656142,805628.86000534,593519.420086114,726275.280109136,618982.848593122,734918.908572555,694358.579434689,683978.925431144,688145.741597165
"12",2032,810352.409130654,655519.982172694,649784.581577941,617877.668059441,846952.792364079,761592.323553712,674121.804097953,721156.120111305,646099.605424839,675635.102389081,568167.949449647,650469.222739235,778231.68337228,485860.386428554,503613.416728642,857715.183833781,823556.860897829,853421.046373619,755113.14239134,670501.634629189,760992.450099389,658938.576333029,820809.269036847,609556.213300533,837975.558941596,856175.892696678,700148.093002813,728046.759066606,875644.148242976,500189.834673585,657191.538209547,380487.758335668,799522.46981152,817324.94836917,699490.382059406,661245.752664605,645659.611978491,680519.181985287,656201.137489481,617356.30170592,689411.19889127,775121.006098386,653540.691367246,755436.709698467,865934.25067273,792647.267200499,799374.720594773,699168.124446338,471517.466118787,806270.615697755,629710.786300388,671167.505457463,602049.275279738,762272.457742279,697497.823935582,810749.814738669,716516.169452468,805857.174428112,615460.136215721,807100.56799869,566732.503577628,471034.17853492,703170.838876597,534922.83228761,824629.636122252,670474.484327091,727467.803418261,714864.259010708,781976.359116122,504741.87925015,609460.596562179,643891.413858288,772856.047390788,766827.94345971,781291.955933354,660467.505649024,863250.142301966,775927.649072181,772390.609686403,633866.48342317,703972.102789096,792317.292051931,689123.962665859,734895.096451075,569420.384111788,446388.578103149,671817.611200969,718382.001595476,774713.750045238,655080.933298105,671871.786644289,621006.681473913,811777.137035992,546248.683555317,730395.149995606,669926.148121992,686708.349623086,743893.075020393,697880.145658896,642462.632631358
"13",2033,793521.071424327,611011.642778057,687508.674077548,669473.283753067,693524.910155245,608253.5262214,597829.663953451,739365.706786899,701256.948232666,751359.963488757,685266.635849794,700397.600342826,859729.761079842,625069.76054585,633975.888613975,688393.003495642,909972.58688921,694747.119339927,613529.795347913,667255.800545168,775719.33648187,652904.655776969,830300.283693833,649030.276014713,866836.613917365,690603.256840621,688206.673620504,683031.603365799,742266.541781914,476088.826560846,689098.623404704,432765.342674335,721757.513451738,813978.949671018,588275.918592639,656909.716392932,680376.560873788,711493.267012839,576575.629834653,536107.38098062,686436.167055665,705712.4952355,726744.686422032,628546.536039252,693000.508109201,711123.999651357,769932.84519189,723132.870565998,578254.117816023,685630.28924255,631490.304055964,693198.19568789,654070.525949796,669694.118972824,732360.040289775,830017.5625122,732949.43496091,786886.876516697,656548.263832697,827785.030594403,605072.200607216,609153.140203587,540736.748415667,655195.286199622,869181.265518685,596114.660763699,717730.454807997,594130.348039992,745061.151231959,553611.772160258,652778.679597002,765667.216805885,766814.524310506,759699.033789017,616113.603682969,574132.173013037,688334.27963899,868168.640947151,808504.969091821,698218.438170529,714848.026743131,761965.814719607,718812.783271552,772233.496069658,673461.967570745,415962.726129783,621527.670773425,737305.46602229,787053.273456481,684320.435616554,585014.029247914,575073.072633821,898020.099157396,489833.210587487,609737.268112623,705453.263604252,721792.536545838,761148.936416482,680683.275768884,676034.788496998
"14",2034,825588.57995931,617291.533827121,775818.94192664,759831.116848764,714010.01712538,668899.99183703,613429.50948865,813746.975538626,787102.374270151,768268.844540984,688681.29468512,784200.726257914,710092.220272203,595482.636061332,618395.209054661,708721.892584464,797826.221083728,710842.79764178,595446.769733163,606630.82871017,766062.934943069,600327.901197407,593012.506247947,742152.476821551,753742.755540326,708624.178630195,829441.389860106,692570.641611643,755189.578804933,546093.367955539,749569.277127081,420126.712400922,764374.826762067,571435.470441664,657144.498170753,599430.396087862,751217.475556391,793558.480488361,591714.205461478,553310.431851186,706763.485827848,576336.888423167,691667.205437439,689699.78220245,714048.181163459,597859.873733619,709516.008070721,791977.658872696,551462.327490713,572084.79450489,571716.016064768,784323.918579846,658400.084102867,539306.496114685,727280.369239245,730364.38075922,813501.383804203,766389.522603157,644948.64342678,730362.308189811,622683.59153107,595030.621915746,535666.766673955,626994.310248514,793875.753405808,610861.08244333,870965.596634196,638576.824615125,670485.890835493,563197.85375364,647799.44305758,764359.9585504,818451.709790492,716405.710212396,618993.446594115,592647.331177256,708845.649256675,744260.827609122,711045.824134808,665013.357185898,600540.466936038,530269.557951557,755711.326263222,665124.261870099,642622.426824679,477635.030390015,636534.076296766,726011.021131351,847465.230807087,764873.602394802,603684.807549124,596533.900386161,789392.020908906,528775.295644491,652570.199203013,754990.086847596,791064.550889001,842995.015722963,837916.10976859,746177.68805258
"15",2035,841785.610358229,618213.737587745,775531.893321212,696553.40545317,730346.501958124,450555.933271953,646257.973295797,818081.455195935,776982.830606103,757071.315430391,675149.960228451,783920.473040394,694675.423394886,647741.307525914,645039.277617648,715467.251325062,622003.182962245,708089.385064668,609781.898328936,654261.520029587,765498.702212716,644989.30478274,482666.511001444,726170.623941429,713588.281014751,714349.459098825,768753.073722348,704018.781899872,761573.369635885,501629.08438633,690662.047811089,394604.100166513,688547.096549865,460182.187934729,422463.597752499,647535.402088174,682653.187911618,786311.197598359,628810.191787574,590211.793592384,683456.710550516,547497.044832017,743221.226072002,506169.1696335,712211.670327374,581916.533451678,716952.817717358,803567.484715552,582115.109047324,546913.055869047,618059.706560403,792653.150605904,642214.358206451,509287.591995105,726285.057800523,680041.400951649,824624.778797039,768725.148161987,502290.125117991,707422.574315578,597936.815830504,631833.279157054,527494.790829811,674466.38070151,779447.948039584,641896.317916485,812535.892909537,440569.754017419,675497.920024375,539586.384785503,632353.850779065,757691.087476951,817306.598375973,754715.678513552,576151.809698069,632393.3336476,707551.324337979,574621.685388052,639260.885947335,711782.52698598,544475.159427662,424344.460874064,573067.853649356,597144.824236984,689132.783874037,438637.361726235,622372.30996268,721803.793179381,854493.992581789,737562.674894849,641029.918752476,563681.061797401,624512.541611909,460143.190592883,478113.521399911,535533.773817164,740689.285780406,855077.738107338,754852.598436944,676725.226742522
"16",2036,773344.047571948,597932.765658693,507302.082436551,483875.030058863,667945.123504658,468398.437371431,637620.162675539,786835.694175219,522890.197148621,783827.801611396,729152.517331581,522012.094802754,724765.53031858,475746.153582537,500138.295770088,646098.394444214,691282.920816096,642653.082255095,661948.498588826,577039.970660464,754737.199836342,569196.476416818,520027.497991059,465983.653173096,716970.657263245,648587.364430656,626686.723729197,700439.427723501,721450.186375569,540746.304340851,581838.96014479,366187.851953118,697192.206671798,462357.891774596,439246.373191719,567048.560704541,569469.739321422,552928.769642193,625488.226914509,575950.122754696,702561.359814185,498252.607727148,655704.747501441,524842.653060944,639746.811807876,576134.569753142,712022.108491076,585965.503494348,460345.232289995,525096.088189401,543397.792597362,757457.534773196,551882.378671713,475214.278109468,678286.90811816,684407.439739496,793446.062247916,760339.358904586,506705.214506201,722229.308500524,493735.750012669,472142.634349263,611216.586964025,524823.642108924,802812.550928691,630778.879455063,676985.870750899,454572.712997872,670451.678266505,512785.127941864,576398.168867031,806143.946570473,719957.770291932,701398.364472682,504472.066692974,619303.541632932,634270.988886385,642812.933097488,638775.330253023,638470.878422633,551199.801941501,442002.591345351,575396.207326013,598964.295803416,560538.949296689,482241.419315695,586465.880460324,709775.763230788,840577.891502405,537113.465028591,627948.703254042,519020.717793459,688083.611612672,395521.819617559,492375.742774502,540464.666972044,632089.818611808,827441.802383835,623690.703676321,570251.630801059
"17",2037,775145.555750808,606606.46909985,494085.373285964,476836.050907182,503694.914990593,470792.457567849,594609.35573604,884574.102776413,511913.884989479,800567.158178027,736968.138893627,510941.73335166,768709.27243373,434798.410310795,459257.822100072,431387.674556008,796054.067583796,444007.47381448,708653.530659884,639127.309215356,772548.259900078,630652.498786312,588777.737802242,451475.974103064,651065.98889257,483576.321522801,566201.877918326,692829.920508905,651747.016947941,489287.707847255,573981.292303108,409661.97154524,705727.119958647,551788.719515636,407262.879972623,635288.499790053,567072.243192113,538016.966664626,567035.595083184,519159.82991643,694288.820999329,594782.570965482,641711.345381663,527711.018591956,418047.003687191,622653.046111352,730607.83064695,571430.023696794,435529.245362827,582078.987175573,612129.257606369,872948.819733701,599917.966087656,559925.693068986,706925.387823108,622882.138044584,870598.921857906,774029.238047812,562068.055780439,669547.260446794,551801.487921182,429666.529032753,665061.791730258,490513.645424284,832771.480269027,595241.380046403,607129.808464949,441175.277298331,695017.831555628,554872.920475521,610788.783519617,836995.922783546,719810.624562698,743795.569263037,323935.312794506,555430.334031533,416559.425309856,742882.224901401,571735.63530444,624871.021327011,486252.995995822,516902.898074352,648783.889891691,528591.203639159,537624.290176906,413346.134128638,598557.201121194,729164.28454967,878271.965852023,525104.558167265,578503.07487239,533291.993184156,777920.932188421,414656.908921589,494927.945554164,625615.186186566,636618.605427013,891568.109312385,560919.105017902,571691.418402263
"18",2038,803516.667597071,618575.950473184,567073.242758893,531673.459552305,513548.567864759,490328.649608359,606757.127329896,747923.289174131,564407.098678216,775329.647321907,705663.171904491,570192.386399926,731298.056452178,586545.246567605,593602.045288041,442482.865302275,735852.156454239,453144.018128007,709810.908075753,735201.293059766,801029.8063086,717557.513860467,641367.038384955,523663.076787343,694849.432448971,493246.632749701,752218.970334516,696425.413552274,651392.078295322,511501.940742289,583452.360767064,408897.545336049,709272.766110252,612933.657461232,441860.487940706,735903.315452687,572022.490625114,605595.06508682,583117.622295817,533197.705306849,712039.409805939,436523.066356613,724439.150994493,544320.343391681,418004.470001036,495887.070772564,681589.745329255,634210.592578638,546665.863715346,438086.319294982,707003.014318968,709127.999539992,659532.322893149,396409.234542976,756465.892936872,666856.758721495,745822.047483759,750526.036321684,531359.624225469,704790.039611789,594050.398149071,570211.095790035,665114.343984666,622706.343367469,801334.599395544,606264.931759291,806365.399105535,462394.410456318,631689.636786948,549449.740813178,656487.739425925,812232.749426218,750662.819819623,804551.628940929,321655.90045634,573774.399265481,418501.034306883,684961.979182579,623025.152137782,704460.719290038,532882.650433671,575177.87173004,611858.561647171,579228.808118194,648693.427433828,436401.598904906,624841.574666071,759438.928426693,785992.662062125,584081.389761215,591389.565005306,573677.672207563,725715.713648778,468961.055943612,511119.919677222,582579.462198942,640322.478343757,767545.808780584,749013.791869021,573898.674065414
"19",2039,793281.752036145,611406.320518781,586194.794647692,552865.291112535,488354.19434164,531414.5537163,602561.403227184,725050.669444555,590347.473753055,760970.3879779,660006.378326557,591680.26803449,748165.857035098,662856.299033239,658134.816825211,393264.831958818,730775.234195077,405637.398873792,660299.832615782,789181.671292348,743662.870363459,771055.744355901,718060.052381768,544149.37230435,771695.465618438,468168.04645607,819113.771230255,703074.115297591,643899.567829557,455421.767607873,566914.711754214,424204.570184775,722378.604183916,693103.57751749,497476.256087284,796494.585406567,560945.713578634,623059.51673321,543754.453899726,498452.833670526,683971.291063497,460027.751648002,762691.128896801,576166.087045547,365939.459478315,516584.301034031,691871.353149543,648626.572710249,606189.034938995,461615.88865936,761679.796050496,668010.028489071,509041.627426996,418680.921162542,648956.310486519,744581.072825241,730442.292760556,756716.07478492,486509.345946259,750799.295275272,434893.227505853,636294.476197072,593136.971788019,688444.716055885,804934.642033639,606247.324289464,873646.596439589,507161.195813193,643527.619635872,569667.601636416,544181.120713935,791249.123734213,746910.198042202,867854.766408834,279839.985194836,544461.536063473,368144.016587991,683354.791549194,707785.515275921,736243.928401672,619396.687501552,654878.840239056,549937.503555491,671158.460555289,706883.377877062,363186.229667418,618149.296402634,697686.761886001,786767.66773733,600161.295123166,583555.345189169,568362.060914154,726429.220752066,464040.502394748,544434.715733843,503103.235054793,631812.145090491,752076.539840173,818775.80825106,565193.743594488
"20",2040,789642.687444107,646440.691601699,589907.861221443,561291.935249921,485240.325232871,527641.627252487,577921.810768142,672188.824043491,597353.786638575,667589.238121372,534920.699482919,596797.948663657,696072.076833136,583291.594417749,585619.909354979,380054.229884837,664795.527468852,392142.02926389,640608.092603172,706789.010370462,743197.623705462,690520.706516298,736322.483485971,548783.819409873,765272.409120697,465342.961849945,787197.177946701,691010.446281889,641676.974170647,455301.949983096,552632.134237485,346235.265614793,719003.572242777,715106.377424638,485465.074699469,692486.924121275,545846.654941997,625572.265195058,533655.080981162,488907.570660983,682530.916558029,548357.358651386,718909.948228675,573723.136459481,358987.215978043,599756.168144012,730482.409464929,648883.418526926,540851.187534581,546614.982968641,656446.162152457,602213.491683884,502281.818676028,510407.775899481,646112.812347093,743720.339888486,669036.375707139,780459.189405613,489444.448049985,744583.854496526,420468.36248282,563490.385498577,572678.143992562,620704.882561188,772972.887104076,582443.9022964,833794.498860923,498714.731914888,690435.839267105,494889.258424602,541327.765361049,632201.182241296,745311.040520427,800538.557139466,275339.741993606,528228.723379877,357998.689441997,618528.145207118,705115.420178015,693004.22082364,621345.965706898,667083.823269486,553613.313683935,664394.870315228,647579.070902046,362931.485466735,662399.856075224,697143.08311225,742173.989346243,603528.36879664,557920.899169304,611316.055664897,667795.301112935,501032.858886077,541853.172425027,507773.61927059,618246.134448547,689751.054720709,781767.965421086,552043.694703423
